code,country,year,start,event_name,crisis_category,hazard_type,displaced
PHL,Philippines,2009,2009-01-01,Typhoon 'pepeng' (parma),Weather related,Storm,500000
PHL,Philippines,2009,2009-01-01,Tropical storm 'ondoy' (ketsana),Weather related,Storm,561000
PNG,Papua New Guinea,2009,2009-01-01,Papua New Guinea: Landslide/Wet mass movement - 01/01/2009,Weather related,Mass Movement,1000
SAU,Saudi Arabia,2009,2009-01-01,Saudi Arabia: Flood - 01/01/2009,Weather related,Flood,10000
SDN,Sudan,2009,2009-01-01,Sudan: Flood - 01/01/2009,Weather related,Flood,80000
SEN,Senegal,2009,2009-01-01,Senegal: Flood - 01/01/2009,Weather related,Flood,264000
SLV,El Salvador,2009,2009-01-01,Hurricane 'ida',Weather related,Storm,15000
TCD,Chad,2009,2009-01-01,Chad: Flood - 01/01/2009,Weather related,Flood,900
TCD,Chad,2009,2009-01-01,Chad: Flood - 01/01/2009,Weather related,Flood,4900
THA,Thailand,2009,2009-01-01,Thailand: Flood - 01/01/2009,Weather related,Flood,68000
TUR,Türkiye,2009,2009-01-01,Türkiye: Flood - 01/01/2009,Weather related,Flood,20000
TWN,"Taiwan, China",2009,2009-01-01,Typhoon morakot (kiko),Weather related,Storm,25000
TZA,Tanzania,2009,2009-01-01,Tanzania: Flood - 01/01/2009,Weather related,Flood,11000
USA,United States,2009,2009-01-01,United States: Wildfire - 01/01/2009,Weather related,Wildfire,190
USA,United States,2009,2009-01-01,United States: Wildfire - 01/01/2009,Weather related,Wildfire,230
USA,United States,2009,2009-01-01,United States: Flood - 01/01/2009,Weather related,Flood,900
VNM,Vietnam,2009,2009-01-01,Viet Nam: Flood - 01/01/2009,Weather related,Flood,7700
VNM,Vietnam,2009,2009-01-01,Tropical storm 'mirinae' (santi),Weather related,Storm,71000
VNM,Vietnam,2009,2009-01-01,Tropical storm 'ondoy' (ketsana),Weather related,Storm,109000
WSM,Samoa,2009,2009-01-01,Samoa: Earthquake - 01/01/2009,Geophysical,Earthquake,5300
ZAF,South Africa,2009,2009-01-01,South Africa: Flood - 01/01/2009,Weather related,Flood,20000
ZMB,Zambia,2009,2009-01-01,Zambia: Flood - 01/01/2009,Weather related,Flood,54000
AFG,Afghanistan,2010,2010-01-01,Afghanistan: Earthquake - 01/01/2010,Geophysical,Earthquake,1000
AFG,Afghanistan,2010,2010-01-01,Afghanistan: Flood - 01/01/2010,Weather related,Flood,70000
AGO,Angola,2010,2010-01-01,Angola: Flood - 01/01/2010,Weather related,Flood,3900
AGO,Angola,2010,2010-01-01,Angola: Flood - 01/01/2010,Weather related,Flood,75000
AUS,Australia,2010,2010-01-01,Australia: Flood - 01/01/2010,Weather related,Flood,1000
AZE,Azerbaijan,2010,2010-01-01,Azerbaijan: Flood - 01/01/2010,Weather related,Flood,32000
BDI,Burundi,2010,2010-01-01,Burundi: Storm - 01/01/2010,Weather related,Storm,1500
BEN,Benin,2010,2010-01-01,Benin: Flood - 01/01/2010,Weather related,Flood,275000
BFA,Burkina Faso,2010,2010-01-01,Burkina Faso: Flood - 01/01/2010,Weather related,Flood,20000
BGD,Bangladesh,2010,2010-01-01,Bangladesh: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,12000
BGD,Bangladesh,2010,2010-01-01,Bangladesh: Flood - 01/01/2010,Weather related,Flood,12000
BGD,Bangladesh,2010,2010-01-01,Bangladesh: Storm - 01/01/2010,Weather related,Storm,45000
BGD,Bangladesh,2010,2010-01-01,Bangladesh: Flood - 01/01/2010,Weather related,Flood,500000
BOL,Bolivia,2010,2010-01-01,Bolivia: Wildfire - 01/01/2010,Weather related,Wildfire,300
BOL,Bolivia,2010,2010-01-01,Bolivia: Flood - 01/01/2010,Weather related,Flood,100000
BRA,Brazil,2010,2010-01-01,Brazil: Flood - 01/01/2010,Weather related,Flood,24000
BRA,Brazil,2010,2010-01-01,Brazil: Flood - 01/01/2010,Weather related,Flood,50000
BRA,Brazil,2010,2010-01-01,Brazil: Flood - 01/01/2010,Weather related,Flood,156000
CHL,Chile,2010,2010-01-01,Chile: Earthquake - 01/01/2010,Geophysical,Earthquake,2000000
CHN,China,2010,2010-01-01,China: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,120
CHN,China,2010,2010-01-01,China: Earthquake - 01/01/2010,Geophysical,Earthquake,500
CHN,China,2010,2010-01-01,China: Storm - 01/01/2010,Weather related,Storm,5400
CHN,China,2010,2010-01-01,China: Earthquake - 01/01/2010,Geophysical,Earthquake,30000
CHN,China,2010,2010-01-01,China: Earthquake - 01/01/2010,Geophysical,Earthquake,100000
CHN,China,2010,2010-01-01,Typhoon fanapi,Weather related,Storm,128000
CHN,China,2010,2010-01-01,Typhoon meranti,Weather related,Storm,186000
CHN,China,2010,2010-01-01,China: Flood - 01/01/2010,Weather related,Flood,270000
CHN,China,2010,2010-01-01,China: Flood - 01/01/2010,Weather related,Flood,15200000
CMR,Cameroon,2010,2010-01-01,Cameroon: Flood - 01/01/2010,Weather related,Flood,3000
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,1200
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Flood - 01/01/2010,Weather related,Flood,1500
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Flood - 01/01/2010,Weather related,Flood,1800
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Wildfire - 01/01/2010,Weather related,Wildfire,2800
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Flood - 01/01/2010,Weather related,Flood,26000
COD,"Congo, Dem. Rep.",2010,2010-01-01,Dem. Rep. Congo: Flood - 01/01/2010,Weather related,Flood,65000
COK,Cook Islands,2010,2010-01-01,Pat,Weather related,Storm,270
COK,Cook Islands,2010,2010-01-01,Rene,Weather related,Storm,380
COL,Colombia,2010,2010-01-01,Colombia: Flood - 01/01/2010,Weather related,Flood,1500000
COL,Colombia,2010,2010-01-01,Colombia: Flood - 01/01/2010,Weather related,Flood,1500000
ECU,Ecuador,2010,2010-01-01,Ecuador: Flood - 01/01/2010,Weather related,Flood,500
ETH,Ethiopia,2010,2010-01-01,Ethiopia: Flood - 01/01/2010,Weather related,Flood,5000
ETH,Ethiopia,2010,2010-01-01,Ethiopia: Flood - 01/01/2010,Weather related,Flood,5000
FJI,Fiji,2010,2010-01-01,Cyclone 'tomas',Weather related,Storm,18000
FRA,France,2010,2010-01-01,Xynthia,Weather related,Storm,4500
GMB,"Gambia, The",2010,2010-01-01,Gambia: Flood - 01/01/2010,Weather related,Flood,25000
GNB,Guinea-Bissau,2010,2010-01-01,Guinea-Bissau: Flood - 01/01/2010,Weather related,Flood,2000
GTM,Guatemala,2010,2010-01-01,Guatemala: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,51000
GTM,Guatemala,2010,2010-01-01,Hurricane agatha,Weather related,Storm,112000
HND,Honduras,2010,2010-01-01,Hurricane agatha,Weather related,Storm,8000
HTI,Haiti,2010,2010-01-01,Haiti: Storm - 01/01/2010,Weather related,Storm,73000
HTI,Haiti,2010,2010-01-01,Haiti: Earthquake - 01/01/2010,Geophysical,Earthquake,1500000
IDN,Indonesia,2010,2010-01-01,Indonesia: Flood - 01/01/2010,Weather related,Flood,100
IDN,Indonesia,2010,2010-01-01,Indonesia: Flood - 01/01/2010,Weather related,Flood,130
IDN,Indonesia,2010,2010-01-01,Indonesia: Earthquake - 01/01/2010,Geophysical,Earthquake,4600
IDN,Indonesia,2010,2010-01-01,Indonesia: Earthquake - 01/01/2010,Geophysical,Earthquake,44000
IDN,Indonesia,2010,2010-01-01,Mount merapi,Geophysical,Volcanic activity,361000
IND,India,2010,2010-01-01,India: Storm - 01/01/2010,Weather related,Storm,5000
IND,India,2010,2010-01-01,India: Flood - 01/01/2010,Weather related,Flood,50000
IND,India,2010,2010-01-01,Cyclone 'laila',Weather related,Storm,78000
IND,India,2010,2010-01-01,India: Flood - 01/01/2010,Weather related,Flood,300000
IND,India,2010,2010-01-01,India: Storm - 01/01/2010,Weather related,Storm,455000
IND,India,2010,2010-01-01,India: Flood - 01/01/2010,Weather related,Flood,523000
IRN,"Iran, Islamic Rep.",2010,2010-01-01,Iran: Earthquake - 01/01/2010,Geophysical,Earthquake,3500
JPN,Japan,2010,2010-01-01,Japan: Flood - 01/01/2010,Weather related,Flood,85000
KAZ,Kazakhstan,2010,2010-01-01,Kazakhstan: Flood - 01/01/2010,Weather related,Flood,5000
KEN,Kenya,2010,2010-01-01,Kenya: Flood - 01/01/2010,Weather related,Flood,9500
KEN,Kenya,2010,2010-01-01,Kenya: Flood - 01/01/2010,Weather related,Flood,44000
KHM,Cambodia,2010,2010-01-01,Cambodia: Flood - 01/01/2010,Weather related,Flood,32000
LKA,Sri Lanka,2010,2010-01-01,Sri Lanka: Flood - 01/01/2010,Weather related,Flood,380
LKA,Sri Lanka,2010,2010-01-01,Sri Lanka: Flood - 01/01/2010,Weather related,Flood,17000
LKA,Sri Lanka,2010,2010-01-01,Sri Lanka: Flood - 01/01/2010,Weather related,Flood,124000
LSO,Lesotho,2010,2010-01-01,Lesotho: Flood - 01/01/2010,Weather related,Flood,5000
MAR,Morocco,2010,2010-01-01,Morocco: Flood - 01/01/2010,Weather related,Flood,15000
MDG,Madagascar,2010,2010-01-01,Tropical storm  'hubert',Weather related,Storm,38000
MEX,Mexico,2010,2010-01-01,Hurricane frank,Weather related,Storm,300
MEX,Mexico,2010,2010-01-01,Hurricane karl,Weather related,Storm,40000
MEX,Mexico,2010,2010-01-01,Tropical storm 'alex',Weather related,Storm,50000
MEX,Mexico,2010,2010-01-01,Mexico: Flood - 01/01/2010,Weather related,Flood,810000
MLI,Mali,2010,2010-01-01,Mali: Flood - 01/01/2010,Weather related,Flood,5800
MMR,Myanmar,2010,2010-01-01,Myanmar: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,4100
MMR,Myanmar,2010,2010-01-01,Cyclone 'giri',Weather related,Storm,102000
MNE,Montenegro,2010,2010-01-01,Montenegro: Flood - 01/01/2010,Weather related,Flood,1400
MOZ,Mozambique,2010,2010-01-01,Mozambique: Flood - 01/01/2010,Weather related,Flood,130000
MRT,Mauritania,2010,2010-01-01,Mauritania: Flood - 01/01/2010,Weather related,Flood,5000
MYS,Malaysia,2010,2010-01-01,Malaysia: Flood - 01/01/2010,Weather related,Flood,24000
MYS,Malaysia,2010,2010-01-01,Malaysia: Flood - 01/01/2010,Weather related,Flood,41000
NAM,Namibia,2010,2010-01-01,Namibia: Flood - 01/01/2010,Weather related,Flood,11000
NER,Niger,2010,2010-01-01,Niger: Flood - 01/01/2010,Weather related,Flood,6600
NER,Niger,2010,2010-01-01,Niger: Flood - 01/01/2010,Weather related,Flood,199000
NGA,Nigeria,2010,2010-01-01,Nigeria: Flood - 01/01/2010,Weather related,Flood,560000
NIC,Nicaragua,2010,2010-01-01,Tropical storm matthew,Weather related,Flood,13000
NIC,Nicaragua,2010,2010-01-01,Nicaragua: Flood - 01/01/2010,Weather related,Flood,48000
NZL,New Zealand,2010,2010-01-01,New Zealand: Earthquake - 01/01/2010,Geophysical,Earthquake,250
PAK,Pakistan,2010,2010-01-01,Cyclone 'phet',Weather related,Storm,60000
PAK,Pakistan,2010,2010-01-01,Pakistan: Flood - 01/01/2010,Weather related,Flood,11000000
PER,Peru,2010,2010-01-01,Peru: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,1000
PER,Peru,2010,2010-01-01,Peru: Flood - 01/01/2010,Weather related,Flood,9000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,590
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,1200
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,20000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,33000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,40000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,40000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,48000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,68000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,80000
PHL,Philippines,2010,2010-01-01,Typhoon conson (basyang),Weather related,Storm,137000
PHL,Philippines,2010,2010-01-01,Typhoon megi (juan),Weather related,Storm,150000
PHL,Philippines,2010,2010-01-01,Philippines: Flood - 01/01/2010,Weather related,Flood,384000
POL,Poland,2010,2010-01-01,Poland: Flood - 01/01/2010,Weather related,Flood,30000
PRK,"Korea, Dem. Rep.",2010,2010-01-01,Dem. People's Rep. Korea: Flood - 01/01/2010,Weather related,Flood,28000
PSE,West Bank and Gaza,2010,2010-01-01,Palestine: Flood - 01/01/2010,Weather related,Flood,500
PYF,French Polynesia,2010,2010-01-01,Cyclone 'oli',Weather related,Storm,3500
RUS,Russian Federation,2010,2010-01-01,Russia: Wildfire - 01/01/2010,Weather related,Wildfire,1200
RUS,Russian Federation,2010,2010-01-01,Russia: Flood - 01/01/2010,Weather related,Flood,4200
RUS,Russian Federation,2010,2010-01-01,Russia: Flood - 01/01/2010,Weather related,Flood,5000
RUS,Russian Federation,2010,2010-01-01,Russia: Wildfire - 01/01/2010,Weather related,Wildfire,12000
RWA,Rwanda,2010,2010-01-01,Rwanda: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,5900
SDN,Sudan,2010,2010-01-01,Sudan: Flood - 01/01/2010,Weather related,Flood,10000
SDN,Sudan,2010,2010-01-01,Sudan: Flood - 01/01/2010,Weather related,Flood,10000
SEN,Senegal,2010,2010-01-01,Senegal: Flood - 01/01/2010,Weather related,Flood,2100
SEN,Senegal,2010,2010-01-01,Senegal: Flood - 01/01/2010,Weather related,Flood,5700
SLB,Solomon Islands,2010,2010-01-01,Solomon Islands: Earthquake - 01/01/2010,Geophysical,Earthquake,2800
SLB,Solomon Islands,2010,2010-01-01,Cyclone 'ului',Weather related,Storm,5000
SLV,El Salvador,2010,2010-01-01,Hurricane agatha,Weather related,Storm,16000
SOM,Somalia,2010,2010-01-01,Somalia: Flood - 01/01/2010,Weather related,Flood,200
SOM,Somalia,2010,2010-01-01,Somalia: Flood - 01/01/2010,Weather related,Flood,5000
SRB,Serbia,2010,2010-01-01,Serbia: Earthquake - 01/01/2010,Geophysical,Earthquake,1500
SRB,Serbia,2010,2010-01-01,Serbia: Flood - 01/01/2010,Weather related,Flood,3000
TCD,Chad,2010,2010-01-01,Chad: Flood - 01/01/2010,Weather related,Flood,70000
TGO,Togo,2010,2010-01-01,Togo: Flood - 01/01/2010,Weather related,Flood,50000
THA,Thailand,2010,2010-01-01,Thailand: Flood - 01/01/2010,Weather related,Flood,1000000
TJK,Tajikistan,2010,2010-01-01,Tajikistan: Flood - 01/01/2010,Weather related,Flood,25
TJK,Tajikistan,2010,2010-01-01,Tajikistan: Flood - 01/01/2010,Weather related,Flood,850
TJK,Tajikistan,2010,2010-01-01,Tajikistan: Earthquake - 01/01/2010,Geophysical,Earthquake,1100
TUR,Türkiye,2010,2010-01-01,Türkiye: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,200
VCT,St. Vincent and the Grenadines,2010,2010-01-01,Hurricane tomas,Weather related,Storm,100
VEN,"Venezuela, RB",2010,2010-01-01,Venezuela: Flood - 01/01/2010,Weather related,Flood,102000
VNM,Vietnam,2010,2010-01-01,Typhoon conson (basyang),Weather related,Storm,1500
VNM,Vietnam,2010,2010-01-01,Viet Nam: Flood - 01/01/2010,Weather related,Flood,52000
VNM,Vietnam,2010,2010-01-01,Viet Nam: Flood - 01/01/2010,Weather related,Flood,69000
VNM,Vietnam,2010,2010-01-01,Viet Nam: Flood - 01/01/2010,Weather related,Flood,78000
VNM,Vietnam,2010,2010-01-01,Typhoon mindulle,Weather related,Storm,242000
YEM,"Yemen, Rep.",2010,2010-01-01,Yemen: Flood - 01/01/2010,Weather related,Flood,1000
ZAF,South Africa,2010,2010-01-01,South Africa: Flood - 01/01/2010,Weather related,Flood,6000
ZMB,Zambia,2010,2010-01-01,Zambia: Landslide/Wet mass movement - 01/01/2010,Weather related,Mass Movement,150
AFG,Afghanistan,2011,2011-01-01,Afghanistan: Flood - 01/01/2011,Weather related,Flood,3000
AGO,Angola,2011,2011-01-01,Angola: Flood - 01/01/2011,Weather related,Flood,1500
AGO,Angola,2011,2011-01-01,Angola: Flood - 01/01/2011,Weather related,Flood,22000
AGO,Angola,2011,2011-01-01,Angola: Flood - 01/01/2011,Weather related,Flood,204000
AUS,Australia,2011,2011-01-01,Tropical cyclone 'yasi',Weather related,Storm,10000
BGD,Bangladesh,2011,2011-01-01,Bangladesh: Flood - 01/01/2011,Weather related,Flood,400000
BOL,Bolivia,2011,2011-01-01,Bolivia: Landslide/Wet mass movement - 01/01/2011,Weather related,Mass Movement,1000
BOL,Bolivia,2011,2011-01-01,Bolivia: Flood - 01/01/2011,Weather related,Flood,10000
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,500
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,10000
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,13000
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,15000
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,31000
BRA,Brazil,2011,2011-01-01,Brazil: Flood - 01/01/2011,Weather related,Flood,100000
BTN,Bhutan,2011,2011-01-01,Bhutan: Earthquake - 01/01/2011,Geophysical,Earthquake,20000
CHL,Chile,2011,2011-01-01,Volcano 'puyehue',Geophysical,Volcanic activity,4000
CHN,China,2011,2011-01-01,China: Earthquake - 01/01/2011,Geophysical,Earthquake,150
CHN,China,2011,2011-01-01,China: Storm - 01/01/2011,Weather related,Storm,3200
CHN,China,2011,2011-01-01,Sikkim earthquake,Geophysical,Earthquake,5000
CHN,China,2011,2011-01-01,M6 earthquake in china,Geophysical,Earthquake,9400
CHN,China,2011,2011-01-01,China: Earthquake - 01/01/2011,Geophysical,Earthquake,80000
CHN,China,2011,2011-01-01,China: Cold wave - 01/01/2011,Weather related,Extreme Temperature,88000
CHN,China,2011,2011-01-01,China: Earthquake - 01/01/2011,Geophysical,Earthquake,130000
CHN,China,2011,2011-01-01,Typhoon pedring (nesat),Weather related,Storm,300000
CHN,China,2011,2011-01-01,Typhoon 'kabayan' (muifa),Weather related,Storm,360000
CHN,China,2011,2011-01-01,China: Flood - 01/01/2011,Weather related,Flood,3514000
COD,"Congo, Dem. Rep.",2011,2011-01-01,Dem. Rep. Congo: Flood - 01/01/2011,Weather related,Flood,2000
COD,"Congo, Dem. Rep.",2011,2011-01-01,Dem. Rep. Congo: Flood - 01/01/2011,Weather related,Flood,9600
COL,Colombia,2011,2011-01-01,Colombia: Flood - 01/01/2011,Weather related,Flood,69000
COL,Colombia,2011,2011-01-01,Colombia: Flood - 01/01/2011,Weather related,Flood,80000
CRI,Costa Rica,2011,2011-01-01,Costa Rica: Flood - 01/01/2011,Weather related,Flood,2100
DMA,Dominica,2011,2011-01-01,Tropical storm orphelia,Weather related,Storm,96
DOM,Dominican Republic,2011,2011-01-01,Dominican Republic: Flood - 01/01/2011,Weather related,Flood,4000
DOM,Dominican Republic,2011,2011-01-01,Hurricane irene,Weather related,Storm,5900
DOM,Dominican Republic,2011,2011-01-01,Tropical storm 'emily',Weather related,Storm,7000
ESP,Spain,2011,2011-01-01,Spain: Earthquake - 01/01/2011,Geophysical,Earthquake,15000
GHA,Ghana,2011,2011-01-01,Ghana: Flood - 01/01/2011,Weather related,Flood,17000
GHA,Ghana,2011,2011-01-01,Ghana: Flood - 01/01/2011,Weather related,Flood,32000
GIN,Guinea,2011,2011-01-01,Guinea: Flood - 01/01/2011,Weather related,Flood,4500
GTM,Guatemala,2011,2011-01-01,Guatemala: Flood - 01/01/2011,Weather related,Flood,100
GTM,Guatemala,2011,2011-01-01,Depression tropical,Weather related,Flood,29000
HND,Honduras,2011,2011-01-01,Honduras: Flood - 01/01/2011,Weather related,Flood,12000
HTI,Haiti,2011,2011-01-01,Hurricane irene,Weather related,Storm,500
IDN,Indonesia,2011,2011-01-01,Indonesia: Earthquake - 01/01/2011,Geophysical,Earthquake,95
IDN,Indonesia,2011,2011-01-01,Indonesia: Flood - 01/01/2011,Weather related,Flood,1000
IDN,Indonesia,2011,2011-01-01,Indonesia: Flood - 01/01/2011,Weather related,Flood,1000
IDN,Indonesia,2011,2011-01-01,Mount lokon,Geophysical,Volcanic activity,5300
IND,India,2011,2011-01-01,India: Flood - 01/01/2011,Weather related,Flood,8000
IND,India,2011,2011-01-01,India: Earthquake - 01/01/2011,Geophysical,Earthquake,75000
IND,India,2011,2011-01-01,Could be odisha floods,Weather related,Flood,130000
IND,India,2011,2011-01-01,Odisha floods,Weather related,Flood,190000
IND,India,2011,2011-01-01,Cyclone thane,Weather related,Storm,250000
IND,India,2011,2011-01-01,Could be odisha floods,Weather related,Flood,280000
IND,India,2011,2011-01-01,Assam floods,Weather related,Flood,570000
IRQ,Iraq,2011,2011-01-01,Iraq: Flood - 01/01/2011,Weather related,Flood,2000
JPN,Japan,2011,2011-01-01,Japan: Landslide/Wet mass movement - 01/01/2011,Weather related,Mass Movement,400000
JPN,Japan,2011,2011-01-01,Japan: Earthquake - 01/01/2011,Geophysical,Earthquake,492000
KAZ,Kazakhstan,2011,2011-01-01,Kazakhstan: Flood - 01/01/2011,Weather related,Flood,9000
KEN,Kenya,2011,2011-01-01,Kenya: Flood - 01/01/2011,Weather related,Flood,4000
KEN,Kenya,2011,2011-01-01,Kenya: Flood - 01/01/2011,Weather related,Flood,15000
KHM,Cambodia,2011,2011-01-01,Cambodia: Flood - 01/01/2011,Weather related,Flood,214000
KOR,"Korea, Rep.",2011,2011-01-01,Korea: Landslide/Wet mass movement - 01/01/2011,Weather related,Mass Movement,2000
KOR,"Korea, Rep.",2011,2011-01-01,Korea: Flood - 01/01/2011,Weather related,Flood,3500
